"State.Code","County.Code","GIS.Join.Match.Code","Data.File.Year","Region.Code","Division.Code","State.Name","County.Name","CENSUS2010","X","Full.Name","POPESTIMATE042010","HUBasedPop042010","Error","PctError","AbsPctError","Error_HUBasedPop","PctError_HUBasedPop","AbsPctError_HUBasedPop"
"01","041","G0100410","2010","3","6","Alabama","Crenshaw County",13906,"","Crenshaw County Alabama",13598,14171,-308,-2.21487127858478,2.21487127858478,265,1.9056522364447,1.9056522364447
"01","043","G0100430","2010","3","6","Alabama","Cullman County",80406,"","Cullman County Alabama",81901,80965,1495,1.85931398154367,1.85931398154367,559,0.695221749620675,0.695221749620675
"01","045","G0100450","2010","3","6","Alabama","Dale County",50251,"","Dale County Alabama",47963,51703,-2288,-4.55314322103043,4.55314322103043,1452,2.88949473642316,2.88949473642316
"01","047","G0100470","2010","3","6","Alabama","Dallas County",43820,"","Dallas County Alabama",41898,47667,-1922,-4.38612505705157,4.38612505705157,3847,8.77909630305797,8.77909630305797
"01","049","G0100490","2010","3","6","Alabama","DeKalb County",71109,"","DeKalb County Alabama",69569,67514,-1540,-2.16568929390091,2.16568929390091,-3595,-5.05561883868427,5.05561883868427
"01","051","G0100510","2010","3","6","Alabama","Elmore County",79303,"","Elmore County Alabama",79695,75021,392,0.494306646659017,0.494306646659017,-4282,-5.39954352294365,5.39954352294365
"01","053","G0100530","2010","3","6","Alabama","Escambia County",38319,"","Escambia County Alabama",37644,39590,-675,-1.76152822359665,1.76152822359665,1271,3.31689240324643,3.31689240324643
"01","055","G0100550","2010","3","6","Alabama","Etowah County",104430,"","Etowah County Alabama",103517,109709,-913,-0.874269845829742,0.874269845829742,5279,5.05506080628172,5.05506080628172
"01","057","G0100570","2010","3","6","Alabama","Fayette County",17241,"","Fayette County Alabama",17351,19334,110,0.638014036308799,0.638014036308799,2093,12.1396670726756,12.1396670726756
"01","059","G0100590","2010","3","6","Alabama","Franklin County",31704,"","Franklin County Alabama",31302,32179,-402,-1.26797880393641,1.26797880393641,475,1.49823366136765,1.49823366136765
"01","061","G0100610","2010","3","6","Alabama","Geneva County",26790,"","Geneva County Alabama",25936,26533,-854,-3.18775662560657,3.18775662560657,-257,-0.959313176558417,0.959313176558417
"01","063","G0100630","2010","3","6","Alabama","Greene County",9045,"","Greene County Alabama",8628,10275,-417,-4.61028192371476,4.61028192371476,1230,13.5986733001658,13.5986733001658
"01","065","G0100650","2010","3","6","Alabama","Hale County",15760,"","Hale County Alabama",17851,19708,2091,13.2677664974619,13.2677664974619,3948,25.0507614213198,25.0507614213198
"01","067","G0100670","2010","3","6","Alabama","Henry County",17302,"","Henry County Alabama",16675,17066,-627,-3.62385851346665,3.62385851346665,-236,-1.36400416136863,1.36400416136863
"01","069","G0100690","2010","3","6","Alabama","Houston County",101547,"","Houston County Alabama",101251,99193,-296,-0.291490639802259,0.291490639802259,-2354,-2.31813839896797,2.31813839896797
"01","071","G0100710","2010","3","6","Alabama","Jackson County",53227,"","Jackson County Alabama",52502,56537,-725,-1.36209066826986,1.36209066826986,3310,6.21864843030793,6.21864843030793
"01","073","G0100730","2010","3","6","Alabama","Jefferson County",658466,"","Jefferson County Alabama",665399,717816,6933,1.05290174435734,1.05290174435734,59350,9.01337350751595,9.01337350751595
"01","075","G0100750","2010","3","6","Alabama","Lamar County",14564,"","Lamar County Alabama",14040,16359,-524,-3.59791266135677,3.59791266135677,1795,12.324910738808,12.324910738808
"01","077","G0100770","2010","3","6","Alabama","Lauderdale County",92709,"","Lauderdale County Alabama",89135,92282,-3574,-3.85507340171936,3.85507340171936,-427,-0.46058095762008,0.46058095762008
"01","079","G0100790","2010","3","6","Alabama","Lawrence County",34339,"","Lawrence County Alabama",34201,36158,-138,-0.401875418620228,0.401875418620228,1819,5.29718395992894,5.29718395992894
"01","081","G0100810","2010","3","6","Alabama","Lee County",140247,"","Lee County Alabama",138780,147875,-1467,-1.04601167939421,1.04601167939421,7628,5.43897552175804,5.43897552175804
"01","083","G0100830","2010","3","6","Alabama","Limestone County",82782,"","Limestone County Alabama",79703,72959,-3079,-3.71940760068614,3.71940760068614,-9823,-11.8661061583436,11.8661061583436
"01","085","G0100850","2010","3","6","Alabama","Lowndes County",11299,"","Lowndes County Alabama",12203,13776,904,8.00070802725905,8.00070802725905,2477,21.9222940083193,21.9222940083193
"01","087","G0100870","2010","3","6","Alabama","Macon County",21452,"","Macon County Alabama",21585,24884,133,0.61998881223196,0.61998881223196,3432,15.9985082975946,15.9985082975946
"01","089","G0100890","2010","3","6","Alabama","Madison County",334811,"","Madison County Alabama",330383,336508,-4428,-1.32253719262509,1.32253719262509,1697,0.506853120118515,0.506853120118515
"01","091","G0100910","2010","3","6","Alabama","Marengo County",21027,"","Marengo County Alabama",20755,23357,-272,-1.2935749274742,1.2935749274742,2330,11.0809911066724,11.0809911066724
"01","093","G0100930","2010","3","6","Alabama","Marion County",30776,"","Marion County Alabama",28950,32491,-1826,-5.93319469716662,5.93319469716662,1715,5.57252404471016,5.57252404471016
"01","095","G0100950","2010","3","6","Alabama","Marshall County",93019,"","Marshall County Alabama",90959,87566,-2060,-2.2146013180103,2.2146013180103,-5453,-5.86224319762629,5.86224319762629
"01","097","G0100970","2010","3","6","Alabama","Mobile County",412992,"","Mobile County Alabama",411246,446877,-1746,-0.422768479776848,0.422768479776848,33885,8.20475941422594,8.20475941422594
"01","099","G0100990","2010","3","6","Alabama","Monroe County",23068,"","Monroe County Alabama",22186,25218,-882,-3.82347841165251,3.82347841165251,2150,9.32027050459511,9.32027050459511
"01","101","G0101010","2010","3","6","Alabama","Montgomery County",229363,"","Montgomery County Alabama",225604,242618,-3759,-1.63888683004669,1.63888683004669,13255,5.77904893117024,5.77904893117024
"01","103","G0101030","2010","3","6","Alabama","Morgan County",119490,"","Morgan County Alabama",117805,119050,-1685,-1.41015984601222,1.41015984601222,-440,-0.3682316511842,0.3682316511842
"01","105","G0101050","2010","3","6","Alabama","Perry County",10591,"","Perry County Alabama",10685,12256,94,0.887546029647814,0.887546029647814,1665,15.7208950996129,15.7208950996129
"01","107","G0101070","2010","3","6","Alabama","Pickens County",19746,"","Pickens County Alabama",19056,21647,-690,-3.49437860832574,3.49437860832574,1901,9.62726628177859,9.62726628177859
"01","109","G0101090","2010","3","6","Alabama","Pike County",32899,"","Pike County Alabama",30652,32284,-2247,-6.82999483266969,6.82999483266969,-615,-1.86935773123803,1.86935773123803
"01","111","G0101110","2010","3","6","Alabama","Randolph County",22913,"","Randolph County Alabama",22518,23099,-395,-1.7239121895867,1.7239121895867,186,0.811766246235761,0.811766246235761
"01","113","G0101130","2010","3","6","Alabama","Russell County",52947,"","Russell County Alabama",51838,59070,-1109,-2.09454737756625,2.09454737756625,6123,11.5643945832625,11.5643945832625
"01","115","G0101150","2010","3","6","Alabama","St. Clair County",83593,"","St. Clair County Alabama",82479,75626,-1114,-1.33264747048198,1.33264747048198,-7967,-9.53070233153494,9.53070233153494
"01","117","G0101170","2010","3","6","Alabama","Shelby County",195085,"","Shelby County Alabama",194634,194176,-451,-0.231181279954891,0.231181279954891,-909,-0.465950739421278,0.465950739421278
"01","119","G0101190","2010","3","6","Alabama","Sumter County",13763,"","Sumter County Alabama",12769,15365,-994,-7.22226258809853,7.22226258809853,1602,11.6399040906779,11.6399040906779
"01","121","G0101210","2010","3","6","Alabama","Talladega County",82291,"","Talladega County Alabama",80318,86322,-1973,-2.39758904375934,2.39758904375934,4031,4.89847006355494,4.89847006355494
"01","123","G0101230","2010","3","6","Alabama","Tallapoosa County",41616,"","Tallapoosa County Alabama",40666,43417,-950,-2.28277585544022,2.28277585544022,1801,4.32766243752403,4.32766243752403
"01","125","G0101250","2010","3","6","Alabama","Tuscaloosa County",194656,"","Tuscaloosa County Alabama",186553,196409,-8103,-4.16272809469012,4.16272809469012,1753,0.900563044550386,0.900563044550386
"01","127","G0101270","2010","3","6","Alabama","Walker County",67023,"","Walker County Alabama",68342,73572,1319,1.96798114080241,1.96798114080241,6549,9.77127254822971,9.77127254822971
"01","129","G0101290","2010","3","6","Alabama","Washington County",17581,"","Washington County Alabama",17055,18754,-526,-2.99186621921392,2.99186621921392,1173,6.67197542801888,6.67197542801888
"01","131","G0101310","2010","3","6","Alabama","Wilcox County",11670,"","Wilcox County Alabama",12156,13527,486,4.16452442159383,4.16452442159383,1857,15.9125964010283,15.9125964010283
"01","133","G0101330","2010","3","6","Alabama","Winston County",24484,"","Winston County Alabama",23719,25675,-765,-3.12448946250613,3.12448946250613,1191,4.86440124162718,4.86440124162718
"02","013","G0200130","2010","4","9","Alaska","Aleutians East Borough",3141,"","Aleutians East Borough Alaska",2782,2831,-359,-11.4294810569882,11.4294810569882,-310,-9.86946832219038,9.86946832219038
"02","016","G0200160","2010","4","9","Alaska","Aleutians West Census Area",5561,"","Aleutians West Census Area Alaska",4711,5723,-850,-15.2850206797339,15.2850206797339,162,2.91314511778457,2.91314511778457
"02","020","G0200200","2010","4","9","Alaska","Anchorage Municipality",291826,"","Anchorage Municipality Alaska",289094,291666,-2732,-0.936174295641924,0.936174295641924,-160,-0.0548271915456471,0.0548271915456471
"02","050","G0200500","2010","4","9","Alaska","Bethel Census Area",17013,"","Bethel Census Area Alaska",17555,17317,542,3.18579909480985,3.18579909480985,304,1.7868688649856,1.7868688649856
"02","060","G0200600","2010","4","9","Alaska","Bristol Bay Borough",997,"","Bristol Bay Borough Alaska",899,1272,-98,-9.82948846539619,9.82948846539619,275,27.5827482447342,27.5827482447342
"02","068","G0200680","2010","4","9","Alaska","Denali Borough",1826,"","Denali Borough Alaska",1842,1950,16,0.876232201533406,0.876232201533406,124,6.7907995618839,6.7907995618839
"02","070","G0200700","2010","4","9","Alaska","Dillingham Census Area",4847,"","Dillingham Census Area Alaska",5002,5129,155,3.19785434289251,3.19785434289251,282,5.81803177223025,5.81803177223025
"02","090","G0200900","2010","4","9","Alaska","Fairbanks North Star Borough",97581,"","Fairbanks North Star Borough Alaska",97682,94512,101,0.103503755854111,0.103503755854111,-3069,-3.14507947243828,3.14507947243828
"02","100","G0201000","2010","4","9","Alaska","Haines Borough",2508,"","Haines Borough Alaska",2421,2598,-87,-3.4688995215311,3.4688995215311,90,3.58851674641148,3.58851674641148
"02","105","G0201050","2010","4","9","Alaska","Hoonah-Angoon Census Area",2150,"","Hoonah-Angoon Census Area Alaska",2066,2867,-84,-3.90697674418605,3.90697674418605,717,33.3488372093023,33.3488372093023
"02","110","G0201100","2010","4","9","Alaska","Juneau City and Borough",31275,"","Juneau City and Borough Alaska",31166,32299,-109,-0.348521183053557,0.348521183053557,1024,3.27418065547562,3.27418065547562
"02","122","G0201220","2010","4","9","Alaska","Kenai Peninsula Borough",55400,"","Kenai Peninsula Borough Alaska",55426,51364,26,0.0469314079422383,0.0469314079422383,-4036,-7.28519855595668,7.28519855595668
"02","130","G0201300","2010","4","9","Alaska","Ketchikan Gateway Borough",13477,"","Ketchikan Gateway Borough Alaska",13185,15029,-292,-2.16665429991838,2.16665429991838,1552,11.5159160050456,11.5159160050456
"02","150","G0201500","2010","4","9","Alaska","Kodiak Island Borough",13592,"","Kodiak Island Borough Alaska",13415,15253,-177,-1.30223660977045,1.30223660977045,1661,12.2204237786933,12.2204237786933
"02","164","G0201640","2010","4","9","Alaska","Lake and Peninsula Borough",1631,"","Lake and Peninsula Borough Alaska",1495,1862,-136,-8.33844267320662,8.33844267320662,231,14.1630901287554,14.1630901287554
"02","170","G0201700","2010","4","9","Alaska","Matanuska-Susitna Borough",88995,"","Matanuska-Susitna Borough Alaska",90655,62456,1660,1.86527332996236,1.86527332996236,-26539,-29.8207764481151,29.8207764481151
"02","180","G0201800","2010","4","9","Alaska","Nome Census Area",9492,"","Nome Census Area Alaska",9548,9330,56,0.589970501474926,0.589970501474926,-162,-1.70670037926675,1.70670037926675
"02","185","G0201850","2010","4","9","Alaska","North Slope Borough",9430,"","North Slope Borough Alaska",6900,7917,-2530,-26.8292682926829,26.8292682926829,-1513,-16.0445387062566,16.0445387062566
"02","188","G0201880","2010","4","9","Alaska","Northwest Arctic Borough",7523,"","Northwest Arctic Borough Alaska",7532,7347,9,0.119633125083079,0.119633125083079,-176,-2.33949222384687,2.33949222384687
"02","195","G0201950","2010","4","9","Alaska","Petersburg Census Area",3815,"","Petersburg Census Area Alaska",3766,4536,-49,-1.28440366972477,1.28440366972477,721,18.8990825688073,18.8990825688073
"02","198","G0201980","2010","4","9","Alaska","Prince of Wales-Hyder Census Area",5559,"","Prince of Wales-Hyder Census Area Alaska",5682,6622,123,2.21262817053427,2.21262817053427,1063,19.1221442705523,19.1221442705523
"02","220","G0202200","2010","4","9","Alaska","Sitka City and Borough",8881,"","Sitka City and Borough Alaska",8665,9670,-216,-2.43215854070488,2.43215854070488,789,8.8841346695192,8.8841346695192
"02","230","G0202300","2010","4","9","Alaska","Skagway Municipality",968,"","Skagway Municipality Alaska",903,1023,-65,-6.71487603305785,6.71487603305785,55,5.68181818181818,5.68181818181818
"02","240","G0202400","2010","4","9","Alaska","Southeast Fairbanks Census Area",7029,"","Southeast Fairbanks Census Area Alaska",6935,6356,-94,-1.33731683027458,1.33731683027458,-673,-9.57461943377436,9.57461943377436
"02","261","G0202610","2010","4","9","Alaska","Valdez-Cordova Census Area",9636,"","Valdez-Cordova Census Area Alaska",9469,10559,-167,-1.73308426733084,1.73308426733084,923,9.57866334578663,9.57866334578663
"02","270","G0202700","2010","4","9","Alaska","Wade Hampton Census Area",7459,"","Wade Hampton Census Area Alaska",7764,7103,305,4.08901997586808,4.08901997586808,-356,-4.77275774232471,4.77275774232471
"02","275","G0202750","2010","4","9","Alaska","Wrangell City and Borough",2369,"","Wrangell City and Borough Alaska",2160,2603,-209,-8.82228788518362,8.82228788518362,234,9.87758547910511,9.87758547910511
"02","282","G0202820","2010","4","9","Alaska","Yakutat City and Borough",662,"","Yakutat City and Borough Alaska",725,826,63,9.5166163141994,9.5166163141994,164,24.773413897281,24.773413897281
"02","290","G0202900","2010","4","9","Alaska","Yukon-Koyukuk Census Area",5588,"","Yukon-Koyukuk Census Area Alaska",5730,6717,142,2.5411596277738,2.5411596277738,1129,20.2040085898354,20.2040085898354
"04","001","G0400010","2010","4","8","Arizona","Apache County",71518,"","Apache County Arizona",71100,71872,-418,-0.584468245756313,0.584468245756313,354,0.494980284683576,0.494980284683576
"04","003","G0400030","2010","4","8","Arizona","Cochise County",131346,"","Cochise County Arizona",129860,134429,-1486,-1.13136296499322,1.13136296499322,3083,2.3472355458103,2.3472355458103
"04","005","G0400050","2010","4","8","Arizona","Coconino County",134421,"","Coconino County Arizona",130712,133156,-3709,-2.75924148756519,2.75924148756519,-1265,-0.941073195408455,0.941073195408455
"04","007","G0400070","2010","4","8","Arizona","Gila County",53597,"","Gila County Arizona",52242,56583,-1355,-2.52812657424856,2.52812657424856,2986,5.57120734369461,5.57120734369461
"04","009","G0400090","2010","4","8","Arizona","Graham County",37220,"","Graham County Arizona",36702,38391,-518,-1.39172487909726,1.39172487909726,1171,3.14615797958087,3.14615797958087
"04","011","G0400110","2010","4","8","Arizona","Greenlee County",8437,"","Greenlee County Arizona",7801,8977,-636,-7.53822448737703,7.53822448737703,540,6.40037928173521,6.40037928173521
"04","012","G0400120","2010","4","8","Arizona","La Paz County",20489,"","La Paz County Arizona",19800,20673,-689,-3.36278002830787,3.36278002830787,184,0.898042852262189,0.898042852262189
"04","013","G0400130","2010","4","8","Arizona","Maricopa County",3817117,"","Maricopa County Arizona",4052821,3914577,235704,6.17492206814724,6.17492206814724,97460,2.55323585837165,2.55323585837165
"04","015","G0400150","2010","4","8","Arizona","Mohave County",200186,"","Mohave County Arizona",194297,199292,-5889,-2.94176415933182,2.94176415933182,-894,-0.446584676251086,0.446584676251086
"04","017","G0400170","2010","4","8","Arizona","Navajo County",107449,"","Navajo County Arizona",113244,113221,5795,5.39325633556385,5.39325633556385,5772,5.3718508315573,5.3718508315573
"04","019","G0400190","2010","4","8","Arizona","Pima County",980263,"","Pima County Arizona",1025286,987927,45023,4.59295107537467,4.59295107537467,7664,0.781830998415731,0.781830998415731
"04","021","G0400210","2010","4","8","Arizona","Pinal County",375770,"","Pinal County Arizona",363881,330066,-11889,-3.16390345157942,3.16390345157942,-45704,-12.162759134577,12.162759134577
"04","023","G0400230","2010","4","8","Arizona","Santa Cruz County",47420,"","Santa Cruz County Arizona",43676,51832,-3744,-7.8954027836356,7.8954027836356,4412,9.30409110080135,9.30409110080135
"04","025","G0400250","2010","4","8","Arizona","Yavapai County",211033,"","Yavapai County Arizona",215070,219199,4037,1.91297095714888,1.91297095714888,8166,3.86953699184488,3.86953699184488
"04","027","G0400270","2010","4","8","Arizona","Yuma County",195751,"","Yuma County Arizona",197866,192278,2115,1.080454250553,1.080454250553,-3473,-1.77419272443053,1.77419272443053
"05","001","G0500010","2010","3","7","Arkansas","Arkansas County",19019,"","Arkansas County Arkansas",18998,21461,-21,-0.110415899889584,0.110415899889584,2442,12.8397917871602,12.8397917871602
"05","003","G0500030","2010","3","7","Arkansas","Ashley County",21853,"","Ashley County Arkansas",21959,25446,106,0.485059259598225,0.485059259598225,3593,16.4416784880794,16.4416784880794
"05","005","G0500050","2010","3","7","Arkansas","Baxter County",41513,"","Baxter County Arkansas",42043,41609,530,1.27670850095151,1.27670850095151,96,0.231252860549707,0.231252860549707
"05","007","G0500070","2010","3","7","Arkansas","Benton County",221339,"","Benton County Arkansas",230006,209563,8667,3.91571300132376,3.91571300132376,-11776,-5.32034571404045,5.32034571404045
"05","009","G0500090","2010","3","7","Arkansas","Boone County",36903,"","Boone County Arkansas",36837,36032,-66,-0.178847248191204,0.178847248191204,-871,-2.36024171476574,2.36024171476574
"05","011","G0500110","2010","3","7","Arkansas","Bradley County",11508,"","Bradley County Arkansas",11772,12748,264,2.29405630865485,2.29405630865485,1240,10.775112964894,10.775112964894
"05","013","G0500130","2010","3","7","Arkansas","Calhoun County",5368,"","Calhoun County Arkansas",5094,6038,-274,-5.1043219076006,5.1043219076006,670,12.4813710879285,12.4813710879285
"05","015","G0500150","2010","3","7","Arkansas","Carroll County",27446,"","Carroll County Arkansas",28321,27188,875,3.18807840851126,3.18807840851126,-258,-0.940027690738177,0.940027690738177
"05","017","G0500170","2010","3","7","Arkansas","Chicot County",11800,"","Chicot County Arkansas",11817,14671,17,0.144067796610169,0.144067796610169,2871,24.3305084745763,24.3305084745763
"05","019","G0500190","2010","3","7","Arkansas","Clark County",22995,"","Clark County Arkansas",23771,25068,776,3.3746466623179,3.3746466623179,2073,9.0150032615786,9.0150032615786
"05","021","G0500210","2010","3","7","Arkansas","Clay County",16083,"","Clay County Arkansas",15506,18131,-577,-3.58763912205434,3.58763912205434,2048,12.733942672387,12.733942672387
"05","023","G0500230","2010","3","7","Arkansas","Cleburne County",25970,"","Cleburne County Arkansas",25545,26061,-425,-1.636503658067,1.636503658067,91,0.350404312668464,0.350404312668464
"05","025","G0500250","2010","3","7","Arkansas","Cleveland County",8689,"","Cleveland County Arkansas",8476,9051,-213,-2.45137530210611,2.45137530210611,362,4.16618713315686,4.16618713315686
"05","027","G0500270","2010","3","7","Arkansas","Columbia County",24552,"","Columbia County Arkansas",23895,26608,-657,-2.67595307917889,2.67595307917889,2056,8.37406321277289,8.37406321277289
"05","029","G0500290","2010","3","7","Arkansas","Conway County",21273,"","Conway County Arkansas",20858,21309,-415,-1.95082969021765,1.95082969021765,36,0.169228599633338,0.169228599633338
"05","031","G0500310","2010","3","7","Arkansas","Craighead County",96443,"","Craighead County Arkansas",96747,94357,304,0.315212094190351,0.315212094190351,-2086,-2.16293562000353,2.16293562000353
"05","033","G0500330","2010","3","7","Arkansas","Crawford County",61948,"","Crawford County Arkansas",60335,59737,-1613,-2.60379673274359,2.60379673274359,-2211,-3.56912248983018,3.56912248983018
"05","035","G0500350","2010","3","7","Arkansas","Crittenden County",50902,"","Crittenden County Arkansas",53124,57864,2222,4.36525087422891,4.36525087422891,6962,13.6772621900908,13.6772621900908
"05","037","G0500370","2010","3","7","Arkansas","Cross County",17870,"","Cross County Arkansas",18520,20959,650,3.63738108561835,3.63738108561835,3089,17.2859541130386,17.2859541130386
"05","039","G0500390","2010","3","7","Arkansas","Dallas County",8116,"","Dallas County Arkansas",7880,9510,-236,-2.90783637259734,2.90783637259734,1394,17.1759487432233,17.1759487432233
"05","041","G0500410","2010","3","7","Arkansas","Desha County",13008,"","Desha County Arkansas",13285,16019,277,2.12945879458795,2.12945879458795,3011,23.1472939729397,23.1472939729397
"05","043","G0500430","2010","3","7","Arkansas","Drew County",18509,"","Drew County Arkansas",18679,20122,170,0.918472094656654,0.918472094656654,1613,8.71467934518342,8.71467934518342
"05","045","G0500450","2010","3","7","Arkansas","Faulkner County",113237,"","Faulkner County Arkansas",111534,111123,-1703,-1.50392539540963,1.50392539540963,-2114,-1.86688096646856,1.86688096646856
"05","047","G0500470","2010","3","7","Arkansas","Franklin County",18125,"","Franklin County Arkansas",17977,18653,-148,-0.816551724137931,0.816551724137931,528,2.91310344827586,2.91310344827586
"05","049","G0500490","2010","3","7","Arkansas","Fulton County",12245,"","Fulton County Arkansas",11468,12290,-777,-6.34544712127399,6.34544712127399,45,0.367496937525521,0.367496937525521
"05","051","G0500510","2010","3","7","Arkansas","Garland County",96024,"","Garland County Arkansas",98723,92890,2699,2.81075564442223,2.81075564442223,-3134,-3.26376739148546,3.26376739148546
"05","053","G0500530","2010","3","7","Arkansas","Grant County",17853,"","Grant County Arkansas",17901,18052,48,0.268862376071249,0.268862376071249,199,1.11465860079538,1.11465860079538
"05","055","G0500550","2010","3","7","Arkansas","Greene County",42090,"","Greene County Arkansas",41336,42285,-754,-1.79139938227608,1.79139938227608,195,0.463292943692088,0.463292943692088
"05","057","G0500570","2010","3","7","Arkansas","Hempstead County",22609,"","Hempstead County Arkansas",23088,25083,479,2.11862532619753,2.11862532619753,2474,10.9425450042019,10.9425450042019
"05","059","G0500590","2010","3","7","Arkansas","Hot Spring County",32923,"","Hot Spring County Arkansas",32048,31877,-875,-2.6577164899918,2.6577164899918,-1046,-3.17711022689305,3.17711022689305
"05","061","G0500610","2010","3","7","Arkansas","Howard County",13789,"","Howard County Arkansas",14462,15078,673,4.88070200884763,4.88070200884763,1289,9.34803103923417,9.34803103923417
"05","063","G0500630","2010","3","7","Arkansas","Independence County",36647,"","Independence County Arkansas",35063,36235,-1584,-4.32231833437935,4.32231833437935,-412,-1.12423936475018,1.12423936475018
"05","065","G0500650","2010","3","7","Arkansas","Izard County",13696,"","Izard County Arkansas",13001,14077,-695,-5.07447429906542,5.07447429906542,381,2.78183411214953,2.78183411214953
"05","067","G0500670","2010","3","7","Arkansas","Jackson County",17997,"","Jackson County Arkansas",16449,18950,-1548,-8.60143357226204,8.60143357226204,953,5.29532699894427,5.29532699894427
"05","069","G0500690","2010","3","7","Arkansas","Jefferson County",77435,"","Jefferson County Arkansas",78462,88478,1027,1.32627364886679,1.32627364886679,11043,14.2609930909795,14.2609930909795
"05","071","G0500710","2010","3","7","Arkansas","Johnson County",25540,"","Johnson County Arkansas",25227,24645,-313,-1.2255285826155,1.2255285826155,-895,-3.50430696945967,3.50430696945967
"05","073","G0500730","2010","3","7","Arkansas","Lafayette County",7645,"","Lafayette County Arkansas",7491,9058,-154,-2.01438848920863,2.01438848920863,1413,18.482668410726,18.482668410726
"05","075","G0500750","2010","3","7","Arkansas","Lawrence County",17415,"","Lawrence County Arkansas",16793,18384,-622,-3.57163364915303,3.57163364915303,969,5.56416881998277,5.56416881998277
"05","077","G0500770","2010","3","7","Arkansas","Lee County",10424,"","Lee County Arkansas",10301,13348,-123,-1.17996930161167,1.17996930161167,2924,28.0506523407521,28.0506523407521
"05","079","G0500790","2010","3","7","Arkansas","Lincoln County",14134,"","Lincoln County Arkansas",13456,15330,-678,-4.79694354039904,4.79694354039904,1196,8.46186500636762,8.46186500636762
